Province,Ho Chi Minh,Ha Noi,Hai Phong ,Can Tho,Dong Nai,Quang Nam ,Bac Ninh,Hai Duong,Nghe An,Hue,Thanh Hoa,Khanh Hoa ,Nam Dinh,Dak Lak,Thai Nguyen,Vung Tau,Ca Mau,Binh Dinh,Soc Trang,An Giang,Phu Tho,Thai Binh,Quang Ngai,Lam Dong,Binh Duong,Phu Yen,Bac Lieu,Dong Thap,Binh Thuan,Ninh Thuan,Quang Ninh,Ha Tinh,Quang Binh,Lang Son,Gia Lai,Long An,Tra Vinh,Ninh Binh,Tay Ninh,Tien Giang,Haa Binh,Kon Tum,Vinh Long,Hau Giang,Yen Bai,Quang Tri,Lao Cai,Ben Tre,Bac Giang,Cao Bang,Binh Phuoc,Ha Giang,Tuyen Quang,Bac Kan,Son La,Ha Nam,Hung Yen,Kien Giang,Lai Chau,Da Nang,Dak Nong,Dien Bien,Vinh Phuc,Latitude,Longitude
Quang Binh,254.33165555,143.75511162152776,125.55655708263889,283.56668163541667,248.31783828541666,87.40262769583333,141.38939029444438,131.18190568194441,55.636881494444445,52.68465024375,92.79405019305555,230.34272517569443,112.2201093125,189.84417113958338,158.09162557222223,268.6739135597222,318.6444294736111,170.15478057569445,299.2674767930556,262.44435657708334,151.22111228194441,112.51805775972223,119.74066980555557,220.47078654027777,249.10007527222223,193.55184587083335,312.0582624347222,268.1721795909722,254.2556814923611,240.49896596249997,135.6067382541667,41.037297296527775,0.0,165.28778789444442,142.55749864027777,263.19056362569444,285.7823351541667,107.2264232861111,234.26421528611112,270.1444963534722,134.0236232173611,127.65661643680555,274.54403652083334,294.3772618208333,171.14049547291663,31.189247239791666,208.53309232777778,274.52088034583335,144.1680546979167,196.82222731597224,220.76966816527778,210.10768544791668,171.6856382013889,178.7543821145833,174.22203350416666,119.8137746409722,129.21507623888888,296.9144859381944,218.78629836388885,79.34614749930554,200.94254605347223,205.50721492777777,151.4931360881944,17.4833,106.6
Lang Son,419.5391953958333,51.65134739722222,39.78807935277778,448.5655077847222,413.33463777083335,232.88826265347222,34.6851479625,37.51203428680556,125.96638457569442,205.94568976041668,84.66752987291667,385.7159538263889,57.909345477083335,350.61209351388885,33.26843862027778,433.35320700000005,482.8943497291667,318.45319958958333,464.44671743750007,426.10910518749995,52.06160489930555,55.04395206041667,264.8682106194444,380.14542829861114,414.21627571527785,344.1113992847222,477.0593780069444,432.9330912083333,416.05193515277784,397.5050023194445,36.553877670138895,136.06112229791668,165.28778789444442,0.0,301.52061636666673,428.47662491666665,451.07011828472224,66.36201565,399.44712174305556,435.4322354861112,63.4660995548611,285.917879975,439.6945920208333,459.0176661388888,66.70424362777777,191.2119077652778,99.24814232569445,439.8078010763888,29.428406946944442,35.94605441388889,386.00403435416666,72.25742101180553,54.18698520763889,34.272826029166666,102.00263142222221,56.190323461805555,45.83503225486111,459.2835425208333,122.4285335,225.28096253055554,364.01701670833336,128.25891048541666,46.40854652777777,21.8478,106.7578
Gia Lai,131.5627086375,285.94788747291665,262.99156217152773,170.40934888055557,122.74981108541668,73.0790800638889,281.86538033402775,270.6524678520833,196.92898497708333,95.58916811597223,235.2764579326389,88.20500055208335,253.02338079861116,49.402537994444444,299.0659898819444,138.82665306805555,210.04547637500005,45.35637864722223,181.93832408888892,163.73911192916668,293.4925751916666,252.39760370416664,51.989500650694445,78.68675545208333,124.91422789027777,58.2067157923611,196.8233739159722,159.43668363680553,114.95653102013891,97.94504731666667,267.71853524305556,182.3499796902778,142.55749864027777,301.52061636666673,0.0,143.15163810208333,164.79552736111108,248.95283864305557,123.05491251180557,150.2683204847222,276.54260527152775,15.647641900625,159.6259300076389,184.39569341666666,313.69495801875,112.44254804513886,350.8218329097223,153.8254110020833,284.0364182638889,335.3797896701389,102.1936397513889,352.229315375,313.95601681597225,319.33664454513894,315.1819744597222,261.41164098194446,270.2349958486111,201.47445360972222,359.92320588194445,79.13330024444444,66.30421691736112,345.05628159722227,293.46957925347226,13.9715,108.0147
Long An,12.49557809111111,402.75529379166676,388.74371044444445,29.853538467083336,22.84034840597222,214.42880240833335,403.4159430972222,393.9304785208333,309.2321466013889,228.70532763263887,351.80750159722226,114.12978934097222,0.0,101.24101833124999,419.38839075,27.87331380895834,69.23751844722223,161.10226771527778,38.78680096666667,48.31573500833334,409.71041708333337,375.2383957777777,194.73518021805558,91.65434030763889,19.51568476763889,12088.605457371428,53.77220881666666,28.82576592729167,67.00844376041667,103.64581130555554,397.80770730555554,296.1979116395833,263.19056362569444,428.47662491666665,143.15163810208333,0.0,22.653779980416672,368.28921169444453,31.69395234055556,7.185139496597222,391.21827101388885,157.02245299027774,19.105607687638887,44.86309574930555,426.35706628472224,238.77873078888888,458.29958849305547,11.33980442,406.6040168263889,459.5552900555556,42.94304823958333,468.0351691458333,429.70768900694446,440.25454700694445,418.46738913194446,380.83598393750003,390.87001134027776,74.79724525972223,461.7855141666666,219.24283452847217,79.3744221326389,443.08045901388886,411.0351188125,10.5322,106.4042
Tra Vinh,33.26227270527778,425.04906266666666,411.3289605833334,21.110105458750002,42.32159345555555,236.54207610833328,425.88044974999997,416.45315804166665,331.5176973256945,251.28331127569444,374.16170448611115,128.02926728958334,396.8253107291667,121.23150463958333,441.7978809513889,34.67559544652777,52.81909640972223,180.28031755416666,18.768160544583335,53.971102981250006,431.97118854166666,397.7631380625,216.07589007569447,107.98526763888891,39.899487147916666,162.24551570694445,33.98409675159722,32.985016209444446,77.52076227291667,116.1247397819444,420.45402777777775,318.56661958333336,285.7823351541667,451.07011828472224,164.79552736111108,22.653779980416672,0.0,390.7169050555555,52.87787452986111,15.638954350347223,413.4397240555556,178.9366905958333,18.1866519625,32.97004202041667,448.43376107638886,261.43250797222225,480.0482728611112,11.328135522569443,429.09734840972226,482.06424991666665,65.56471340902779,490.2094151111111,451.923375361111,462.6678799652778,440.0506062847222,403.2524797777778,413.31628761111114,68.69508535069443,483.1837624444444,241.48951678541667,99.91076820277777,464.27008468750006,433.3492587569444,9.9369,106.3411
Ninh Binh,360.0155964027779,37.37850421666667,32.0678052620139,386.90309350000007,354.4820774444444,186.08496477569446,35.464646563888884,28.864285569097223,60.66938464027778,154.74781119583335,18.3123359825,335.92024085277774,9.305090182986111,296.86341582430555,51.13986569513889,375.21902036111106,420.0944766666667,272.22152608194443,403.2399082152778,362.9548794375,45.05942146319445,14.923776058333337,219.22519970069442,327.31692126875,355.06403819444444,296.9332751243055,415.33388438888886,370.8877147013889,361.4642797013889,346.66160666666667,54.1375144673611,72.36417533819444,107.2264232861111,66.36201565,248.95283864305557,368.28921169444453,390.7169050555555,0.0,338.4294667444445,375.10225982638894,31.07396183986111,233.71508719027779,378.44877097222223,396.7290995694445,67.30350273888888,136.5148648159722,107.65476804930556,379.5621435277778,39.351516132638885,92.07524200486111,326.4257270652778,103.32166698194445,65.34205090972223,71.98176599930557,83.47002230972222,12.611506983541668,22.707953686249994,395.2536455972222,123.38053997013888,177.97807688402776,308.15300884861114,117.06134858055557,44.545307746527776,20.2539,105.975
Tay Ninh,29.079401680486114,372.48905035416664,359.6672261388889,49.81848494097222,32.16159561076389,191.34450952361112,373.68428115277766,364.46468104861106,278.9673457034722,202.52540492916668,321.71592845972225,114.9951814375,344.69736782638887,88.63665097777779,389.4515777152777,51.89805484305556,87.97827540833332,148.5209099451389,65.00429186805555,43.16314671180555,379.3636278541666,345.79087530555563,175.01645121041668,89.25819596944443,29.360361031458336,136.48451435208332,78.11553196319444,36.58192384097222,77.88614353333332,107.71628822986112,369.4720274583333,266.1698940201389,234.26421528611112,399.44712174305556,123.05491251180557,31.69395234055556,52.87787452986111,338.4294667444445,0.0,37.65267531180555,360.7864936666667,135.4812550388889,40.29996190208333,62.40389531736111,395.649648625,211.06397227222217,427.1704063958333,42.23953717083332,376.9933382638889,430.0009403958333,22.62825629895833,437.4983255902778,399.2584659583333,410.3259237777778,387.1904665902778,350.9330683541666,361.0713088888889,79.7396745298611,430.38085338888885,195.44052075624998,66.64499275972221,411.56579697916663,380.8193576249999,11.3131,106.0963
Tien Giang,19.095488765694444,409.4774493055556,395.69040301388884,24.276323506944443,29.146548003611112,221.60546919583334,410.25668881944443,400.8181560347222,315.94767979930555,235.8591171368055,358.5688884166667,119.21893846041667,381.1973286527778,107.99672108263889,426.18866247222223,29.546255625347225,62.876095454861115,167.6970977840278,31.6931868925,47.767390436111114,416.4116900902778,382.12780326388895,201.80777992083333,97.40006938472222,26.09951113097222,150.83199569374997,46.77453579652778,27.012308440833333,70.84458822291666,108.28317719236111,404.8420683611111,302.9684764652778,270.1444963534722,435.4322354861112,150.2683204847222,7.185139496597222,15.638954350347223,375.10225982638894,37.65267531180555,0.0,397.8948817083334,164.17776122222222,14.40921775173611,39.160814563888884,432.9485200833334,245.85096193680556,464.71358062499996,4.587763516875,413.46738965972224,466.43155805555557,50.08762023125,474.6841914791667,436.3812766736111,447.05768046527777,424.7957694166667,387.6410120624999,397.6969111597222,70.97041733055556,468.0237694999999,226.4267594409722,86.24103053125002,449.2178686041667,417.7705434583333,10.35,106.35
Hoa Binh,383.4752682152777,13.504668315833332,47.0318952638889,408.49439701388894,378.4316148472223,215.69660237708334,29.599248407361113,35.43444163680555,82.13353308611111,183.52378585138885,41.279986061805545,364.0887826527778,33.053203690694446,323.7543939972223,34.701232348611114,399.5646036666667,440.39643569444445,301.5418964881945,425.2009242152778,383.02184977777785,18.88528013020833,38.26357604027778,248.88931960277776,354.45980081944435,378.8059438819445,325.94738089861113,436.77745936805564,392.15761156250005,387.7503732569445,374.46064021527775,68.80760068194444,95.82078066944446,134.0236232173611,63.4660995548611,276.54260527152775,391.21827101388885,413.4397240555556,31.07396183986111,360.7864936666667,397.8948817083334,0.0,261.52532115208334,400.4541027083334,417.66212687500007,37.302216933333334,164.31715029722227,76.85865069166668,402.40680477083333,34.84579619791666,77.21135054791667,349.97802364583345,76.92912807222221,38.49094325416667,53.47191255486111,53.84302882291667,22.541954531736113,24.073188616944446,414.0274746319445,92.34743635833334,207.53844660208333,334.02697973749997,87.04381042777777,21.861940324097215,20.8175,105.3375
Kon Tum,145.6744605409722,270.7829313048611,247.44290605902776,183.66672279861112,137.13781202430556,57.965802494444446,266.4624793493055,255.18784793055556,182.3884046395833,80.01401858819445,220.24671372569446,102.70689239513887,237.67169277638894,65.03691705486114,283.69894035972226,153.8020620597222,223.05891563472224,51.38032373541667,195.76864445833334,175.0783297034722,278.3478787881944,236.97389480138887,40.67241498541668,94.24308775486112,139.14670558541667,69.16399411736111,210.50607964166664,172.03342158819444,130.59908573055557,112.97188715069441,252.07595341249998,167.7676381159722,127.65661643680555,285.917879975,15.647641900625,157.02245299027774,178.9366905958333,233.71508719027779,135.4812550388889,164.17776122222222,261.52532115208334,0.0,173.00605494861114,197.38515677222222,298.72539268541664,97.26760656180555,336.1123340895834,167.8598961326389,268.58705364166667,319.8347352277778,115.34652623958335,337.02186467152774,298.80359494999993,303.9218933868056,300.85827424722225,246.14493672222224,254.89087975555557,212.85347071527775,345.5839942430556,63.734057007638896,81.37877404027778,331.04573732222224,278.2495301395833,14.3838,107.9833
Vinh Long,31.454361896319444,412.27365404166665,399.9109924930555,11.026440494513889,41.851494227083336,229.8627079048611,413.7479486875,404.6201881944445,318.7930969027778,242.3982884798611,361.6258490347222,133.15319606458334,384.79977938888885,119.3897697125,429.4214820486111,43.79715481944444,50.9238814875,179.50040330347227,24.791445572152778,36.12226749930555,419.0891892638889,385.9549931805555,211.48402065486107,110.7483993486111,38.37717804861111,163.5556024375,38.021763864583335,14.92344412416667,85.22402083125,122.4608376347222,409.77196210416673,306.1374153881944,274.54403652083334,439.6945920208333,159.6259300076389,19.105607687638887,18.1866519625,378.44877097222223,40.29996190208333,14.40921775173611,400.4541027083334,173.00605494861114,0.0,25.929098947986112,435.0486440902778,251.30355324375003,465.9688973333333,15.218417039583334,417.100789,470.11839461805556,57.690711560416666,477.0500999930555,438.89785712500003,450.29497299305564,425.70981269444445,390.92925336111114,401.1107653194444,56.56373398472222,468.5401304791667,234.32958758125005,97.29576750833331,449.3509798263889,420.63454990277774,10.255,105.9753
Hau Giang,57.31414938472223,429.773873375,419.2425847847223,15.009643130902777,67.69519853055554,253.6724787625,432.14747659027785,423.42726747222224,336.5757637375,264.63166975486115,379.5706212083333,158.33637237152777,403.3920862222222,145.17778555,447.4632088888889,66.55011953819445,25.673760097708332,205.35410945972222,19.941220554791663,37.11829376597222,436.4195766388888,404.82644382638887,236.35724637291665,136.45659857569444,64.27557394027777,189.46816337847224,21.032892044791666,26.327712382708338,109.17946545625,147.1795219465278,429.9353698888889,324.3727566770834,294.3772618208333,459.0176661388888,184.39569341666666,44.86309574930555,32.97004202041667,396.7290995694445,62.40389531736111,39.160814563888884,417.66212687500007,197.38515677222222,25.929098947986112,0.0,451.56983185416664,272.39232779791666,481.2506277152778,38.037857608333326,435.67511997916665,488.6833128333334,82.20251321041665,493.8669945902778,455.97841425694446,468.31014625694445,440.5743084166667,409.11036954861106,419.4336568819444,36.55586819305555,482.7393317638889,257.83496598125004,123.02006289513889,463.0130196319444,438.2092414097222,9.7833,105.4708
Yen Bai,418.91216315277774,30.9508520825,72.0552170673611,442.8271467083333,414.12849800000004,252.91912217152776,46.842142865972214,59.10011911319443,118.25035290833334,220.82590845972223,78.5319893263889,401.3270720763889,66.78720317986111,360.7086837083334,34.797873449305555,435.43771327777785,473.8572640763889,338.82252412361106,459.73322709027775,416.4382075972223,23.65542856152778,70.48242251944446,286.10522912708336,391.4739101388889,414.39621358333335,363.2486810555556,470.97676470833335,426.3203200277777,424.4723799652778,411.6305164513889,88.75099775208334,132.31775865486108,171.14049547291663,66.70424362777777,313.69495801875,426.35706628472224,448.43376107638886,67.30350273888888,395.649648625,432.9485200833334,37.302216933333334,298.72539268541664,435.0486440902778,451.56983185416664,0.0,201.55965770208334,40.94350871041667,437.4838018541667,49.482466828472226,60.8829230673611,385.50770790972217,42.71254883680556,13.187819251736109,38.134354227083335,36.392837434722225,56.356685777777784,51.71708351736111,446.5005681597222,60.13333341944444,244.77027728125,370.6279708055555,61.963035171527764,27.187925672638887,21.7,104.8667
Quang Tri,229.26525042847223,173.52188914375,151.94477078958332,260.7983538513888,222.6229039708333,57.171213424305556,169.72234332569445,158.8257299270834,86.82268560972223,22.282477845833334,123.03935773402775,199.77185360416667,140.74311537708334,160.53942666319443,186.79855902361112,242.29413108541667,297.22666728611114,138.9655648013889,275.81811886805554,242.20517522638892,181.0815629,140.37851556458332,88.8881758722222,190.84644511041668,223.68790672083333,162.4381725458333,289.17619064444443,246.06738935624998,225.5369146090278,210.23930553888883,159.24341140555555,72.20714163541668,31.189247239791666,191.2119077652778,112.44254804513886,238.77873078888888,261.43250797222225,136.5148648159722,211.06397227222217,245.85096193680556,164.31715029722227,97.26760656180555,251.30355324375003,272.39232779791666,201.55965770208334,0.0,239.4029257958333,250.1115774743056,172.0998964173611,224.0867845513889,195.94713162013892,239.7878731986111,201.53917362638887,207.20887307847224,205.3982981361111,148.98943133958335,157.92600159097222,277.92944308402787,249.9388980715278,49.363556180555555,172.91949226319446,236.6806164965278,181.02708507430557,16.8056,107.0906
Lao Cai,451.4485177222222,71.88887282013889,112.22445193749999,473.2633816944445,447.1987497638889,292.09866542013884,86.76439633263888,99.42304047569446,154.01184756319444,259.35033504722225,117.16660878124999,438.81921825,107.65526570555556,396.9942412916667,72.10262892291667,468.83029452777777,502.7267727222222,377.60003584722216,490.47601084027775,445.42263383333335,64.566720575,111.42575697361109,325.29061341388893,427.92407471527787,447.24904315972225,401.6798326041666,501.10365725,456.5121365486111,459.94161796527777,448.7162709166667,127.00788416944444,168.5136201388889,208.53309232777778,99.24814232569445,350.8218329097223,458.29958849305547,480.0482728611112,107.65476804930556,427.1704063958333,464.71358062499996,76.85865069166668,336.1123340895834,465.9688973333333,481.2506277152778,40.94350871041667,239.4029257958333,0.0,469.28120988194445,88.62164200555556,79.4082082111111,418.31575556944443,37.77067700972223,48.29518410208334,65.32679302430556,41.44381654097223,97.14593265416669,92.61222851319444,473.8812267777778,23.981405063194448,283.9157485159722,405.8577447847222,38.86203444375,67.65798796458333,22.4194,103.995
